trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
853,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-112.93367647403274,"{0: 14, 1: 3, 2: 5, 3: 3, 4: 0}",0
854,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-95.38191254798758,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
855,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-170.69925794128673,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
856,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-106.20758697111975,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
857,False,"{'a': 0.4, 'e': 0.9999999}",30,0,-218.60342465279697,"{0: 14, 1: 1, 2: 11, 3: 2, 4: 2}",0
858,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-139.6684291296639,"{0: 15, 1: 1, 2: 5, 3: 3, 4: 1}",0
859,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-68.74266724595822,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
860,False,"{'a': 0.4, 'e': 0.9999999}",30,0,-275.2904973627614,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 5}",0
861,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-128.8665368281245,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
862,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-69.96365221959668,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
863,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-111.39408910268429,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
864,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-170.26504076169428,"{0: 8, 1: 2, 2: 7, 3: 1, 4: 2}",0
865,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-178.34720679188575,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
866,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-72.12243727486806,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
867,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-175.01310091179025,"{0: 16, 1: 4, 2: 1, 3: 0, 4: 4}",0
868,False,"{'a': 0.4, 'e': 0.9999999}",35,0,-95.20824442291642,"{0: 24, 1: 4, 2: 6, 3: 0, 4: 1}",0
869,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-136.94394087688656,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
870,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-279.1073897827934,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 5}",0
871,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-89.31314385082833,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
872,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-114.71856893656329,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
873,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-96.43946272552093,"{0: 10, 1: 4, 2: 3, 3: 3, 4: 0}",0
874,False,"{'a': 0.4, 'e': 0.9999999}",30,0,-151.5340659837697,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",0
875,False,"{'a': 0.4, 'e': 0.9999999}",30,14,-41.76978768046525,"{0: 10, 1: 3, 2: 2, 3: 1, 4: 0}",1
876,False,"{'a': 0.4, 'e': 0.9999999}",30,0,-133.7928570246105,"{0: 16, 1: 8, 2: 3, 3: 2, 4: 1}",0
877,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-137.7040340032268,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
878,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-180.45553403004357,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 4}",0
879,False,"{'a': 0.4, 'e': 0.9999999}",35,1,-212.47489157711766,"{0: 22, 1: 1, 2: 4, 3: 4, 4: 3}",1
880,False,"{'a': 0.4, 'e': 0.9999999}",35,0,-299.0191018636915,"{0: 16, 1: 7, 2: 4, 3: 4, 4: 4}",0
881,False,"{'a': 0.4, 'e': 0.9999999}",30,9,-143.8207450481725,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 2}",1
882,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-229.45133681982358,"{0: 14, 1: 2, 2: 3, 3: 2, 4: 4}",0
883,False,"{'a': 0.4, 'e': 0.9999999}",35,4,-293.5895435214429,"{0: 17, 1: 2, 2: 4, 3: 3, 4: 5}",1
884,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-184.42632603650526,"{0: 5, 1: 4, 2: 9, 3: 0, 4: 2}",0
885,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-211.1076028480499,"{0: 12, 1: 4, 2: 4, 3: 2, 4: 3}",0
886,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-147.9148148093938,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",0
887,False,"{'a': 0.4, 'e': 0.9999999}",25,18,-0.2633453655427753,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
888,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-128.26227229476567,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
889,False,"{'a': 0.4, 'e': 0.9999999}",25,17,1.839123022792483,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-134.23098951609714,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
891,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-53.426361487456056,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
892,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-90.05357693899676,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
893,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-275.9339288870314,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 5}",0
894,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-149.38543061091372,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
895,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-95.6731303031566,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
896,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-115.42993021632927,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
897,False,"{'a': 0.4, 'e': 0.9999999}",35,0,-181.00431692279633,"{0: 22, 1: 3, 2: 7, 3: 0, 4: 3}",0
898,False,"{'a': 0.4, 'e': 0.9999999}",35,0,-204.26036004865313,"{0: 17, 1: 9, 2: 6, 3: 0, 4: 3}",0
899,False,"{'a': 0.4, 'e': 0.9999999}",30,0,-214.49579149022645,"{0: 13, 1: 6, 2: 6, 3: 3, 4: 2}",0
900,False,"{'a': 0.4, 'e': 0.9999999}",30,0,-233.90418314175486,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 5}",0
901,False,"{'a': 0.4, 'e': 0.9999999}",30,0,-127.6215516668786,"{0: 15, 1: 5, 2: 8, 3: 2, 4: 0}",0
902,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-144.32439020928481,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
903,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-48.02064568506904,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
904,False,"{'a': 0.4, 'e': 0.9999999}",30,0,-254.944156373637,"{0: 13, 1: 3, 2: 9, 3: 2, 4: 3}",0
905,False,"{'a': 0.4, 'e': 0.9999999}",25,9,-35.09157392287061,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 0}",1
906,False,"{'a': 0.4, 'e': 0.9999999}",35,0,-191.62912461356927,"{0: 18, 1: 4, 2: 9, 3: 3, 4: 1}",0
907,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-133.27118449994327,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
908,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-154.84766035769016,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
909,False,"{'a': 0.4, 'e': 0.9999999}",30,0,-202.72842106859608,"{0: 16, 1: 5, 2: 4, 3: 2, 4: 3}",0
910,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-139.6559288802991,"{0: 13, 1: 1, 2: 9, 3: 1, 4: 1}",0
911,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-75.32372786289027,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
912,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-259.992741890799,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 6}",0
913,False,"{'a': 0.4, 'e': 0.9999999}",20,3,-68.56009902168698,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
914,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-133.81712000467436,"{0: 12, 1: 5, 2: 5, 3: 2, 4: 1}",0
915,False,"{'a': 0.4, 'e': 0.9999999}",20,13,-21.059073769843945,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 0}",1
916,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-146.15193322965746,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
917,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-24.81025878138234,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
918,False,"{'a': 0.4, 'e': 0.9999999}",25,7,-25.354279481255674,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
919,False,"{'a': 0.4, 'e': 0.9999999}",20,9,-58.02807790251324,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 1}",1
920,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-89.85710157406923,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
921,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-179.82482170022342,"{0: 13, 1: 5, 2: 3, 3: 1, 4: 3}",0
922,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-170.80501082445141,"{0: 7, 1: 3, 2: 6, 3: 3, 4: 1}",0
923,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-121.7409274096279,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
924,False,"{'a': 0.4, 'e': 0.9999999}",30,0,-71.37729061861387,"{0: 19, 1: 5, 2: 5, 3: 1, 4: 0}",0
925,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-126.0076175304824,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
926,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-75.230602031623,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
927,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-96.42460386718729,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
928,False,"{'a': 0.4, 'e': 0.9999999}",30,9,-145.5277908656555,"{0: 10, 1: 3, 2: 4, 3: 3, 4: 1}",1
929,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-85.14087894472797,"{0: 13, 1: 4, 2: 8, 3: 0, 4: 0}",0
930,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-108.16401220821828,"{0: 9, 1: 2, 2: 7, 3: 2, 4: 0}",0
931,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-101.4349840099991,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
932,False,"{'a': 0.4, 'e': 0.9999999}",25,2,-132.45526991406294,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 3}",1
933,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-65.91092312432271,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
934,False,"{'a': 0.4, 'e': 0.9999999}",30,0,-236.34674430802534,"{0: 16, 1: 3, 2: 6, 3: 1, 4: 4}",0
935,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-72.49494629107988,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
936,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-90.54606298040942,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
937,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-141.46111687288695,"{0: 15, 1: 2, 2: 3, 3: 4, 4: 1}",0
938,False,"{'a': 0.4, 'e': 0.9999999}",35,0,-252.24685145764823,"{0: 14, 1: 6, 2: 10, 3: 3, 4: 2}",0
939,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-46.5747273140876,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
940,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-218.56718362966976,"{0: 13, 1: 3, 2: 2, 3: 4, 4: 3}",0
941,False,"{'a': 0.4, 'e': 0.9999999}",30,0,-143.3505157068678,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 2}",0
942,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-50.02029260744045,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
943,False,"{'a': 0.4, 'e': 0.9999999}",20,2,-74.86814324742892,"{0: 10, 1: 0, 2: 7, 3: 1, 4: 0}",1
944,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-52.794370906321106,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
945,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-155.2828242653949,"{0: 8, 1: 5, 2: 4, 3: 1, 4: 2}",0
946,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-109.20266632478628,"{0: 17, 1: 4, 2: 1, 3: 1, 4: 2}",0
947,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-124.07704025286097,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
948,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-105.74897278878467,"{0: 12, 1: 3, 2: 1, 3: 3, 4: 1}",0
949,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-142.55891560428262,"{0: 13, 1: 7, 2: 2, 3: 1, 4: 2}",0
950,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-109.37777463337545,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
951,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-138.01653840477312,"{0: 15, 1: 5, 2: 1, 3: 2, 4: 2}",0
952,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-126.37346930018359,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
953,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-169.64668181338598,"{0: 13, 1: 5, 2: 2, 3: 3, 4: 2}",0
954,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-272.30348292975873,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 5}",0
955,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-46.047634201474885,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
956,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-84.17484378436633,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
957,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-153.18499176463567,"{0: 9, 1: 4, 2: 4, 3: 1, 4: 2}",0
958,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-101.056443644919,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
959,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-65.62015622816442,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
960,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-32.007696216463145,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
961,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-172.40502350815223,"{0: 11, 1: 3, 2: 9, 3: 0, 4: 2}",0
962,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-37.228211622816254,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
963,False,"{'a': 0.4, 'e': 0.9999999}",30,8,-166.95734073646454,"{0: 11, 1: 3, 2: 3, 3: 3, 4: 2}",1
964,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-82.96758880766654,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
965,False,"{'a': 0.4, 'e': 0.9999999}",20,11,-23.04668831947328,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
966,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-100.75597870900455,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
967,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-96.15944933860095,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
968,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-132.2483780886341,"{0: 13, 1: 5, 2: 4, 3: 2, 4: 1}",1
969,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-72.1727774198341,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
970,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-78.4134447303629,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
971,False,"{'a': 0.4, 'e': 0.9999999}",30,0,-57.29040792838279,"{0: 20, 1: 5, 2: 4, 3: 1, 4: 0}",0
972,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-103.04817680144134,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
973,False,"{'a': 0.4, 'e': 0.9999999}",35,0,-326.38752235410806,"{0: 17, 1: 4, 2: 8, 3: 0, 4: 6}",1
974,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-201.23717395053993,"{0: 13, 1: 3, 2: 4, 3: 2, 4: 3}",0
975,False,"{'a': 0.4, 'e': 0.9999999}",30,7,-80.52085324621153,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 0}",1
976,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-62.090222022931364,"{0: 17, 1: 4, 2: 2, 3: 2, 4: 0}",0
977,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-220.02406188288452,"{0: 6, 1: 2, 2: 8, 3: 1, 4: 3}",0
978,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-146.52374142979457,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
979,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-83.25226025968838,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
980,False,"{'a': 0.4, 'e': 0.9999999}",35,0,-168.1059253015235,"{0: 24, 1: 5, 2: 2, 3: 0, 4: 4}",0
981,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-52.165843709670796,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
982,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-175.846467853548,"{0: 14, 1: 0, 2: 7, 3: 2, 4: 2}",0
983,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-76.32493596469895,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
984,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-129.32055365636023,"{0: 16, 1: 1, 2: 4, 3: 3, 4: 1}",0
985,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-81.97465451148071,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
986,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-81.14747054727482,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
987,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-118.58527056494232,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
988,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-62.19968328280666,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
989,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-35.79579072377611,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 0}",0
990,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-148.39760454417436,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
991,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-13.187762882083792,"{0: 20, 1: 4, 2: 0, 3: 1, 4: 0}",0
992,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-165.5180077155096,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
993,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-152.20813605581944,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
994,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-68.36298625820861,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
995,False,"{'a': 0.4, 'e': 0.9999999}",20,1,-85.94046619915501,"{0: 12, 1: 3, 2: 1, 3: 2, 4: 1}",1
996,False,"{'a': 0.4, 'e': 0.9999999}",25,13,-61.00678666410921,"{0: 6, 1: 3, 2: 2, 3: 0, 4: 1}",1
997,False,"{'a': 0.4, 'e': 0.9999999}",30,16,-18.681334311815775,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
998,False,"{'a': 0.4, 'e': 0.9999999}",30,0,-217.87701111025703,"{0: 14, 1: 3, 2: 10, 3: 0, 4: 3}",0
999,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-80.36454428152797,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
1000,False,"{'a': 0.4, 'e': 0.9999999}",20,3,-168.20154619677436,"{0: 8, 1: 2, 2: 3, 3: 1, 4: 3}",1
1001,False,"{'a': 0.4, 'e': 0.9999999}",20,7,-58.996082074530705,"{0: 8, 1: 0, 2: 3, 3: 2, 4: 0}",1
1002,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-161.167668726749,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 4}",0
1003,False,"{'a': 0.4, 'e': 0.9999999}",30,0,-245.6060479277004,"{0: 12, 1: 5, 2: 8, 3: 2, 4: 3}",0
1004,False,"{'a': 0.4, 'e': 0.9999999}",25,13,-41.205858317048595,"{0: 9, 1: 0, 2: 1, 3: 2, 4: 0}",1
1005,False,"{'a': 0.4, 'e': 0.9999999}",25,5,-57.00793084825044,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",1
1006,False,"{'a': 0.4, 'e': 0.9999999}",25,8,-49.84276689276159,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
1007,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-143.29812532348183,"{0: 18, 1: 2, 2: 0, 3: 2, 4: 3}",0
1008,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-124.68985974338327,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",1
1009,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-173.4595406533824,"{0: 12, 1: 0, 2: 11, 3: 0, 4: 2}",0
1010,False,"{'a': 0.4, 'e': 0.9999999}",30,0,-71.71325337312047,"{0: 20, 1: 7, 2: 2, 3: 0, 4: 1}",0
1011,False,"{'a': 0.4, 'e': 0.9999999}",30,0,-199.56965202655493,"{0: 18, 1: 3, 2: 4, 3: 2, 4: 3}",0
1012,False,"{'a': 0.4, 'e': 0.9999999}",20,10,-44.19170227434277,"{0: 5, 1: 1, 2: 3, 3: 1, 4: 0}",1
1013,False,"{'a': 0.4, 'e': 0.9999999}",35,0,-214.82180781728746,"{0: 20, 1: 1, 2: 11, 3: 0, 4: 3}",0
1014,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-167.1924575974686,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
1015,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-159.14755335190728,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 3}",0
1016,False,"{'a': 0.4, 'e': 0.9999999}",25,9,-45.46053834610448,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 0}",1
1017,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-251.17382631787973,"{0: 10, 1: 3, 2: 7, 3: 1, 4: 4}",0
1018,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-182.01239506589226,"{0: 11, 1: 2, 2: 10, 3: 0, 4: 2}",0
1019,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-180.508744437076,"{0: 9, 1: 4, 2: 3, 3: 1, 4: 3}",0
1020,False,"{'a': 0.4, 'e': 0.9999999}",20,5,-109.36915747681044,"{0: 6, 1: 3, 2: 4, 3: 1, 4: 1}",1
1021,False,"{'a': 0.4, 'e': 0.9999999}",25,7,-54.209979030196266,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 1}",1
1022,False,"{'a': 0.4, 'e': 0.9999999}",35,0,-156.3041374590928,"{0: 22, 1: 3, 2: 8, 3: 0, 4: 2}",0
1023,False,"{'a': 0.4, 'e': 0.9999999}",30,0,-162.99323183213403,"{0: 19, 1: 5, 2: 3, 3: 0, 4: 3}",0
1024,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-127.28017200423598,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
1025,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-71.69610218885862,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
1026,False,"{'a': 0.4, 'e': 0.9999999}",20,10,-30.42497340258483,"{0: 5, 1: 2, 2: 3, 3: 0, 4: 0}",1
1027,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-69.14643397795741,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
1028,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-157.38914144139676,"{0: 8, 1: 3, 2: 7, 3: 0, 4: 2}",0
1029,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-99.00053947231402,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
1030,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-37.28097314569821,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
1031,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-133.53547286490095,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
1032,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-128.0103182945069,"{0: 11, 1: 7, 2: 6, 3: 0, 4: 1}",0
1033,False,"{'a': 0.4, 'e': 0.9999999}",25,4,-134.00672084993192,"{0: 9, 1: 4, 2: 5, 3: 2, 4: 1}",1
1034,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-85.7029842215498,"{0: 12, 1: 2, 2: 3, 3: 3, 4: 0}",0
1035,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-148.6641640860006,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
1036,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-45.698694254952166,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
1037,False,"{'a': 0.4, 'e': 0.9999999}",25,0,-116.47461021488975,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
1038,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-80.84700565848809,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
1039,False,"{'a': 0.4, 'e': 0.9999999}",30,2,-63.25929298543425,"{0: 21, 1: 3, 2: 2, 3: 1, 4: 1}",1
1040,False,"{'a': 0.4, 'e': 0.9999999}",20,4,-53.8064435926966,"{0: 11, 1: 1, 2: 2, 3: 2, 4: 0}",1
1041,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-233.37804849006326,"{0: 9, 1: 0, 2: 6, 3: 1, 4: 4}",0
1042,False,"{'a': 0.4, 'e': 0.9999999}",20,0,-153.8484453344362,"{0: 8, 1: 5, 2: 4, 3: 1, 4: 2}",0
